VERB,PP_ADJ_Count,Past_Participle,VERB_COUNT,Total_Count
decant,10284,decanted,210219,2161892196
raft,13259,rafted,162966,2160766194
disagree,477,disagreed,4513680,2153025360
foresee,510,foreseen,4216323,2150324730
rap,1254,rapped,1708154,2142025116
grasp,256,grasped,8339666,2134954496
mist,18155,misted,117539,2133920545
erupt,1218,erupted,1751327,2133116286
effuse,29849,effused,71398,2131158902
repossess,12295,repossessed,173054,2127698930
skip,810,skipped,2624028,2125462680
triangulate,28919,triangulated,72988,2110739972
horse,19097,horsed,110403,2108366091
mound,21519,mounded,97914,2107011366
motion,1901,motioned,1105827,2102177127
collectivize,47774,collectivized,43982,2101196068
revolutionize,2553,revolutionized,819827,2093018331
supercharge,56287,supercharged,37046,2085208202
pasture,10383,pastured,200545,2082258735
pillage,3521,pillaged,581937,2049000177
suffix,26076,suffixed,78403,2044436628
quadruple,7227,quadrupled,282443,2041215561
invoice,12225,invoiced,166784,2038934400
surcharge,17633,surcharged,115539,2037299187
reincarnate,13756,reincarnated,147683,2031527348
subsist,1027,subsisted,1975247,2028578669
counter,675,countered,3004112,2027775600
hoop,34485,hooped,58792,2027442120
mildew,33946,mildewed,59504,2019922784
predecease,18573,predeceased,108554,2016173442
defame,8261,defamed,244047,2016072267
ensue,335,ensued,5998596,2009529660
afford,92,afforded,21802247,2005806724
misread,6176,misread,322954,1994563904
fumigate,17699,fumigated,112398,1989332202
drum,2808,drummed,707924,1987850592
badger,13249,badgered,149926,1986369574
reduplicate,36885,reduplicated,53809,1984744965
unclothe,56014,unclothed,35424,1984239936
invalid,16722,invalided,118502,1981590444
ruff,66347,ruffed,29789,1976410783
overwrite,8307,overwritten,237785,1975279995
officer,14224,officered,138536,1970536064
partner,9651,partnered,204077,1969547127
jack,10669,jacked,184323,1966542087
ratify,658,ratified,2988576,1966483008
disparage,3549,disparaged,554042,1966295058
squeeze,473,squeezed,4149488,1962707824
envision,897,envisioned,2185399,1960302903
garb,15970,garbed,122740,1960157800
humidify,57256,humidified,34159,1955807704
emend,14012,emended,139259,1951297108
caption,13064,captioned,149127,1948195128
addle,33387,addled,58291,1946161617
stage,1825,staged,1065162,1943920650
thwart,988,thwarted,1966273,1942677724
reappear,864,reappeared,2244313,1939086432
affiance,33145,affianced,58410,1935999450
dispatch,737,dispatched,2621416,1931983592
retrench,11266,retrenched,170793,1924153938
respire,15611,respired,123242,1923930862
molest,2626,molested,732325,1923085450
innovate,5194,innovated,369044,1916814536
invaginate,28531,invaginated,67138,1915514278
swallow,289,swallowed,6625510,1914772390
recalculate,7880,recalculated,242569,1911443720
tamp,10739,tamped,177076,1901619164
intrust,2114,intrusted,893859,1889617926
quarantine,13436,quarantined,140637,1889598732
recruit,365,recruited,5163079,1884523835
overstock,19847,overstocked,94866,1882805502
premise,3342,premised,561826,1877622492
swarm,1204,swarmed,1558880,1876891520
disburse,3982,disbursed,470878,1875036196
parade,2089,paraded,896935,1873697215
revoke,973,revoked,1924721,1872753533
incinerate,13338,incinerated,140224,1870307712
rid,222,ridded,8392920,1863228240
well,2249,welled,827484,1861011516
ease,438,eased,4234181,1854571278
countenance,2402,countenanced,771491,1853121382
trench,8509,trenched,216660,1843559940
traffic,12639,trafficked,145849,1843385511
diagram,2863,diagrammed,642017,1838094671
rustle,2629,rustled,698871,1837331859
funnel,7425,funnelled,247186,1835356050
ache,882,ached,2078932,1833618024
jog,2341,jogged,779881,1825701421
antedate,4702,antedated,388053,1824625206
insinuate,2149,insinuated,847526,1821333374
treble,6726,trebled,269996,1815993096
harbour,2648,harboured,685248,1814536704
loft,13076,lofted,138568,1811915168
bug,7314,bugged,247616,1811063424
mesmerize,6523,mesmerized,276655,1804620565
smack,2143,smacked,841927,1804249561
capsize,7197,capsized,249758,1797508326
rescind,2290,rescinded,778869,1783610010
decry,2817,decried,632346,1781318682
scaffold,10183,scaffolded,174436,1776281788
rusticate,56412,rusticated,31450,1774157400
wan,1124,wanned,1577054,1772608696
relativize,14477,relativized,122364,1771463628
flabbergast,15765,flabbergasted,112099,1767240735
braze,13621,brazed,129702,1766670942
persist,207,persisted,8534132,1766565324
assuage,3405,assuaged,517655,1762615275
mop,2829,mopped,622135,1760019915
advert,2765,adverted,636124,1758882860
meander,3264,meandered,536583,1751406912
rasp,5517,rasped,316747,1747493199
recuperate,4071,recuperated,429225,1747374975
embezzle,8847,embezzled,197468,1746999396
strut,3348,strutted,520041,1741097268
intone,4387,intoned,396826,1740875662
up,4062,upped,427973,1738426326
right,3436,righted,505911,1738310196
pal,3474,palled,499419,1734981606
agglomerate,30545,agglomerated,56790,1734650550
accrete,17451,accreted,99309,1733041359
cube,31235,cubed,55466,1732480510
stucco,48595,stuccoed,35621,1731002495
flux,9220,fluxed,187708,1730667760
elude,1079,eluded,1603140,1729788060
devil,25246,deviled,68514,1729704444
bewilder,927,bewildered,1858796,1723103892
reschedule,8278,rescheduled,207841,1720507798
catalogue,2609,catalogued,654578,1707794002
father,2476,fathered,685812,1698070512
earmark,3098,earmarked,547994,1697685412
renegotiate,6527,renegotiated,259615,1694507105
spellbind,10560,spellbound,160233,1692060480
resorb,14171,resorbed,119209,1689310739
cone,22557,coned,74799,1687241043
mislay,12438,mislaid,135331,1683246978
resonate,2193,resonated,766482,1680895026
zip,5361,zipped,313120,1678636320
pertain,336,pertained,4989829,1676582544
flaunt,3393,flaunted,493648,1674947664
glide,737,glided,2272054,1674503798
pip,1757,pipped,950315,1669703455
exclaim,206,exclaimed,8090533,1666649798
bungle,10474,bungled,158871,1664014854
regroup,4083,regrouped,407007,1661809581
imbricate,21863,imbricated,75956,1660626028
zero,1462,zeroed,1135644,1660311528
cash,2241,cashed,738261,1654442901
blemish,25408,blemished,65043,1652612544
pique,5003,piqued,329691,1649444073
brainwash,11856,brainwashed,139105,1649228880
rebel,1034,rebelled,1593726,1647912684
delve,2220,delved,739094,1640788680
keratinize,50335,keratinized,32548,1638303580
tamper,2079,tampered,787467,1637143893
dive,632,dived,2589986,1636871152
crow,3388,crowed,482001,1633019388
sabotage,3421,sabotaged,476662,1630660702
unchain,29136,unchained,55583,1619466288
cheapen,6934,cheapened,233428,1618589752
ramp,13782,ramped,117402,1618034364
flagellate,56243,flagellated,28737,1616255091
inure,4566,inured,353350,1613396100
duck,1433,ducked,1124462,1611354046
recoil,2055,recoiled,780113,1603132215
eviscerate,23703,eviscerated,67591,1602109473
reposition,3949,repositioned,404747,1598345903
despair,1579,despaired,1012086,1598083794
telephone,1192,telephoned,1339815,1597059480
bread,12161,breaded,131322,1597006842
habit,11484,habited,138744,1593336096
blurt,2350,blurted,677585,1592324750
explicate,2975,explicated,535048,1591767800
freak,8147,freaked,195219,1590449193
admonish,1277,admonished,1236591,1579126707
cop,573,copped,2754930,1578574890
chat,863,chatted,1827493,1577126459
coddle,11632,coddled,135052,1570924864
cough,1289,coughed,1217419,1569253091
transliterate,16181,transliterated,96914,1568165434
defect,3842,defected,407411,1565273062
mortar,16155,mortared,96290,1555564950
thunder,1437,thundered,1081989,1554818193
bulk,9697,bulked,160258,1554021826
balloon,8943,ballooned,173660,1553041380
peg,3156,pegged,491605,1551505380
precondition,20641,preconditioned,75130,1550758330
toil,1191,toiled,1300956,1549438596
stoke,5026,stoked,307376,1544871776
suck,422,sucked,3643239,1537446858
manacle,24902,manacled,61454,1530327508
distemper,79504,distempered,19227,1528623408
flog,2684,flogged,568564,1526025776
grin,417,grinned,3640027,1517891259
ooze,2402,oozed,630973,1515597146
reprove,2115,reproved,715012,1512250380
garland,13211,garlanded,114383,1511113813
parody,5498,parodied,273558,1504021884
diverge,931,diverged,1615048,1503609688
respond,57,responded,26296494,1498900158
caparison,19268,caparisoned,77672,1496584096
encroach,1424,encroached,1046705,1490507920
pilfer,10557,pilfered,141059,1489159863
retake,2920,retaken,509839,1488729880
induct,4138,inducted,359768,1488719984
disarrange,15396,disarranged,96244,1481772624
conciliate,1982,conciliated,746624,1479808768
misjudge,4292,misjudged,344387,1478109004
nettle,14385,nettled,102571,1475483835
reinvent,2933,reinvented,502974,1475222742
percolate,4253,percolated,346756,1474753268
avail,475,availed,3103621,1474219975
declassify,15512,declassified,94984,1473391808
underplay,16291,underplayed,90280,1470751480
imbibe,1850,imbibed,794999,1470748150
expurgate,28003,expurgated,52465,1469177395
commemorate,769,commemorated,1907552,1466907488
overcook,18880,overcooked,77663,1466277440
profane,4022,profaned,364183,1464744026
overwinter,13254,overwintered,110325,1462247550
metabolize,2228,metabolized,654648,1458555744
lull,2138,lulled,681625,1457314250
calumniate,10347,calumniated,140818,1457043846
asphyxiate,17976,asphyxiated,81045,1456864920
pinion,15923,pinioned,91427,1455792121
cognize,8962,cognized,162254,1454120348
hiss,1125,hissed,1291325,1452740625
slack,7613,slacked,190259,1448441767
remand,2027,remanded,714287,1447859749
solvate,44033,solvated,32811,1444766763
circumvent,1327,circumvented,1087530,1443152310
misname,19554,misnamed,73726,1441638204
dawn,729,dawned,1976324,1440740196
bash,6760,bashed,213098,1440542480
exhort,854,exhorted,1686228,1440038712
tenant,9101,tenanted,157980,1437775980
straddle,2288,straddled,627079,1434756752
gross,6138,grossed,232912,1429613856
browse,1314,browsed,1087489,1428960546
withstand,458,withstood,3107877,1423407666
raze,3236,razed,437431,1415526716
vitalize,9458,vitalized,149622,1415124876
woo,1558,wooed,904700,1409522600
fester,5408,festered,260369,1408075552
sap,2567,sapped,548392,1407722264
mime,9213,mimed,152761,1407387093
maul,7574,mauled,185537,1405257238
pockmark,35120,pockmarked,39873,1400339760
proofread,5995,proofread,233300,1398633500
pedal,5494,pedaled,254487,1398151578
ablate,20354,ablated,68581,1395897674
shimmer,1883,shimmered,740131,1393666673
upend,20927,upended,66557,1392838339
reiterate,615,reiterated,2262077,1391177355
disfranchise,6122,disfranchised,227030,1389877660
blazon,12789,blazoned,108628,1389243492
pioneer,1292,pioneered,1074135,1387782420
liken,1008,likened,1374349,1385343792
reorient,4941,reoriented,279411,1380569751
ream,11974,reamed,115057,1377692518
lynch,3095,lynched,444873,1376881935
consummate,1657,consummated,828348,1372572636
demonize,13055,demonized,105136,1372550480
postdate,20459,postdated,67080,1372389720
subtitle,7389,subtitled,185550,1371028950
stalk,943,stalked,1452030,1369264290
reproach,914,reproached,1494043,1365555302
jot,2710,jotted,503776,1365232960
delocalize,42673,delocalized,31985,1364895905
opt,621,opted,2192797,1361726937
omen,70825,omened,19180,1358423500
throne,15526,throned,87377,1356615302
contemn,6730,contemned,200517,1349479410
manumit,14605,manumitted,92088,1344945240
slap,657,slapped,2041703,1341398871
rethink,1222,rethought,1090015,1331998330
disobey,1208,disobeyed,1102272,1331544576
enucleate,24422,enucleated,54454,1329875588
fathom,2048,fathomed,649045,1329244160
creep,254,crept,5208360,1322923440
denigrate,3245,denigrated,406603,1319426735
glow,459,glowed,2865273,1315160307
pouch,28153,pouched,46641,1313084073
shriek,1152,shrieked,1135190,1307738880
refit,4355,refitted,299501,1304326855
pry,1357,pried,961053,1304148921
overfeed,25137,overfed,51359,1291011183
mug,7999,mugged,161079,1288470921
moralize,4262,moralized,301946,1286893852
awake,540,awoken,2379003,1284661620
concrete,14492,concreted,88573,1283599916
spy,866,spied,1478838,1280673708
refrain,368,refrained,3471010,1277331680
stave,3042,staved,417483,1269983286
mollify,4145,mollified,305698,1267118210
stub,8763,stubbed,144274,1264273062
tramp,2071,tramped,608450,1260099950
pelt,3281,pelted,381135,1250503935
prospect,2736,prospected,455222,1245487392
crunch,3964,crunched,314148,1245282672
thrash,1814,thrashed,685393,1243302902
disjoin,11737,disjoined,105741,1241082117
palpate,2879,palpated,430523,1239475717
ensconce,4144,ensconced,298941,1238811504
inquire,155,inquired,7972061,1235669455
finalize,2651,finalized,465937,1235198987
flicker,1144,flickered,1077563,1232732072
hunger,4813,hungered,255890,1231598570
expatriate,16586,expatriated,74254,1231576844
envenom,43079,envenomed,28561,1230379319
notarize,25212,notarized,48783,1229916996
buzz,1211,buzzed,1015078,1229259458
diet,3796,dieted,322520,1224285920
masticate,11054,masticated,110738,1224097852
disentangle,2214,disentangled,551096,1220126544
savour,3429,savoured,355580,1219283820
flash,262,flashed,4648423,1217886826
ankylose,8000,ankylosed,152121,1216968000
padlock,21045,padlocked,57761,1215580245
extravasate,48151,extravasated,25142,1210612442
paw,4237,pawed,285108,1208002596
pawn,6834,pawned,176227,1204335318
reunify,18542,reunified,64696,1199593232
task,5096,tasked,234764,1196357344
reply,45,replied,26580381,1196117145
fleece,8583,fleeced,139081,1193732223
sun,6455,sunned,184906,1193568230
neuter,23559,neutered,50658,1193451822
refinance,4128,refinanced,288899,1192575072
remedy,611,remedied,1944597,1188148767
elucidate,701,elucidated,1687898,1183216498
spare,340,spared,3477670,1182407800
vow,707,vowed,1670712,1181193384
admix,20126,admixed,58080,1168918080
detonate,3286,detonated,355687,1168787482
converse,475,conversed,2458115,1167604625
soap,8662,soaped,134655,1166381610
burrow,1697,burrowed,686544,1165065168
recompense,3810,recompensed,305191,1162777710
warble,6791,warbled,171061,1161675251
anastomose,4697,anastomosed,246703,1158763991
dichotomize,11778,dichotomized,98308,1157871624
callous,81056,calloused,14264,1156182784
languish,1355,languished,850916,1152991180
flounce,15291,flounced,75390,1152788490
crawl,294,crawled,3907758,1148880852
crisscross,4665,crisscrossed,246272,1148858880
tide,3600,tided,318886,1147989600
trash,7951,trashed,144180,1146375180
twitch,1257,twitched,910691,1144738587
steer,321,steered,3558091,1142147211
splint,8967,splinted,127292,1141427364
jettison,4143,jettisoned,274343,1136603049
plane,38353,planed,29585,1134673505
rival,927,rivalled,1223496,1134180792
congratulate,499,congratulated,2264815,1130142685
daunt,2604,daunted,433385,1128534540
flick,1308,flicked,862735,1128457380
poise,847,poised,1321410,1119234270
lather,13720,lathered,80936,1110441920
blunder,2310,blundered,480235,1109342850
tuck,475,tucked,2332899,1108127025
bedevil,5286,bedevilled,209452,1107163272
crisp,11824,crisped,93614,1106891936
sublet,10478,sublet,105552,1105973856
glare,550,glared,2009455,1105200250
crate,13800,crated,79854,1101985200
howl,677,howled,1627319,1101694963
plain,3284,plained,334581,1098764004
hurl,479,hurled,2293785,1098723015
overlie,984,overlain,1114617,1096783128
chant,617,chanted,1774584,1094918328
overbear,7418,overborne,147401,1093420618
extemporize,19230,extemporized,56788,1092033240
snuff,3299,snuffed,330362,1089864238
permute,17173,permuted,63462,1089832926
champion,1306,championed,834026,1089237956
disarticulate,24325,disarticulated,44774,1089127550
apologize,482,apologized,2248791,1083917262
beguile,2153,beguiled,503041,1083047273
scourge,2803,scourged,384945,1079000835
devitalize,15405,devitalized,69801,1075284405
esterify,10433,esterified,102835,1072877555
tree,10245,treed,104438,1069967310
versify,10750,versified,99425,1068818750
beautify,2274,beautified,468496,1065359904
league,7274,leagued,146310,1064258940
sport,675,sported,1568988,1059066900
nod,100,nodded,10552062,1055206200
beef,7620,beefed,138273,1053640260
trail,424,trailed,2484568,1053456832
hint,398,hinted,2644429,1052482742
ballast,14580,ballasted,71996,1049701680
axe,10904,axed,96163,1048561352
adduct,13236,adducted,79161,1047774996
waterproof,10081,waterproofed,103381,1042183861
